ID,Date,Value,Category,Score,Status,Quantity,Price,Region,Priority
3086,2031-06-13,7217,A,5.27,Active,195,945.91,West,Medium
3087,2031-06-14,4619,C,29.29,Closed,171,750.56,North,High
3088,2031-06-15,2636,B,29.58,Closed,762,182.11,North,Medium
3089,2031-06-16,9155,C,11.76,Closed,616,397.46,Central,Medium
3090,2031-06-17,4583,C,40.48,Pending,875,761.8,North,Low
3091,2031-06-18,5009,B,28.4,Closed,402,907.86,East,High
3092,2031-06-19,4326,C,2.61,Active,39,998.61,South,Medium
3093,2031-06-20,9148,A,88.57,Closed,748,516.45,East,High
3094,2031-06-21,3217,C,88.6,Closed,646,824.3,South,High
3095,2031-06-22,5967,D,20.92,Pending,252,56.17,South,Medium
3096,2031-06-23,3369,A,16.29,Closed,682,292.97,West,Medium
3097,2031-06-24,4638,C,54.73,Active,948,377.8,North,High
3098,2031-06-25,6722,D,63.08,Active,283,975.77,West,Medium
3099,2031-06-26,5444,D,95.75,Closed,207,13.36,South,Medium
3100,2031-06-27,8618,D,37.73,Active,500,314.94,Central,High
3101,2031-06-28,4947,C,61.82,Active,143,931.11,Central,Medium
3102,2031-06-29,2676,B,87.82,Closed,19,313.61,West,Medium
3103,2031-06-30,2196,D,45.0,Active,702,232.82,West,High
3104,2031-07-01,3787,B,12.23,Active,576,732.79,North,Medium
3105,2031-07-02,8432,A,37.74,Closed,742,747.89,West,Low
3106,2031-07-03,8927,B,13.66,Pending,819,477.46,West,High
3107,2031-07-04,4318,B,1.66,Pending,687,947.45,East,Low
3108,2031-07-05,9858,B,75.16,Closed,825,210.68,West,High
3109,2031-07-06,7689,B,23.84,Pending,20,914.28,West,Low
3110,2031-07-07,3176,B,0.2,Pending,788,757.95,East,Low
3111,2031-07-08,4743,A,87.24,Pending,850,374.53,South,Medium
3112,2031-07-09,9792,A,44.38,Pending,448,808.84,South,High
3113,2031-07-10,5422,B,23.89,Closed,226,141.87,East,High
3114,2031-07-11,4824,B,26.28,Pending,743,139.67,North,Medium
3115,2031-07-12,3451,D,24.05,Pending,101,930.64,West,Medium
3116,2031-07-13,1628,A,19.46,Closed,739,103.83,North,Low
3117,2031-07-14,8778,C,84.12,Closed,294,14.04,Central,High
3118,2031-07-15,4696,A,17.03,Pending,550,395.14,North,Medium
3119,2031-07-16,4674,C,56.19,Active,65,112.81,West,Medium
3120,2031-07-17,4929,D,7.73,Closed,499,864.41,South,Low
3121,2031-07-18,3765,B,94.95,Closed,76,923.47,West,Low
3122,2031-07-19,5369,D,60.33,Pending,901,487.6,West,Medium
3123,2031-07-20,9307,B,90.32,Active,704,431.22,West,Low
3124,2031-07-21,5956,A,39.79,Closed,635,543.65,North,High
3125,2031-07-22,1692,B,81.07,Closed,125,233.93,South,Low
3126,2031-07-23,4162,C,85.37,Closed,27,304.99,South,High
3127,2031-07-24,2105,C,70.29,Active,615,109.97,North,Medium
3128,2031-07-25,4008,D,9.29,Closed,276,451.99,North,Medium
3129,2031-07-26,3161,A,1.61,Closed,572,615.57,North,Low
3130,2031-07-27,9345,C,16.86,Active,680,930.92,Central,Medium
3131,2031-07-28,4699,D,11.81,Closed,83,741.68,Central,Low
3132,2031-07-29,4786,A,72.51,Active,486,725.83,West,Low
3133,2031-07-30,5200,A,55.7,Active,463,314.92,Central,Low
3134,2031-07-31,2913,D,52.6,Active,6,889.41,North,Low
3135,2031-08-01,6520,C,25.29,Pending,969,947.49,North,High
3136,2031-08-02,2772,C,15.46,Closed,676,932.94,North,High
3137,2031-08-03,3780,D,20.65,Closed,368,48.41,South,Medium
3138,2031-08-04,8423,C,40.03,Closed,471,608.31,South,Low
3139,2031-08-05,3871,D,74.01,Active,714,646.79,Central,Medium
3140,2031-08-06,1660,C,25.45,Pending,449,302.11,East,Low
3141,2031-08-07,7242,C,69.86,Active,907,992.49,East,Medium
3142,2031-08-08,2132,D,49.15,Closed,689,298.28,North,High
3143,2031-08-09,1699,D,88.54,Active,370,224.45,South,Medium
3144,2031-08-10,8470,C,23.29,Pending,340,489.3,West,Low
3145,2031-08-11,7297,D,45.09,Closed,668,329.92,Central,Low
3146,2031-08-12,8812,C,9.67,Active,278,924.79,South,Medium
3147,2031-08-13,5557,B,33.52,Pending,340,445.68,North,Medium
3148,2031-08-14,3179,A,50.69,Active,815,416.05,North,Low
3149,2031-08-15,9275,A,73.27,Active,614,629.6,East,Medium
3150,2031-08-16,2422,C,19.81,Closed,80,90.3,North,High
3151,2031-08-17,4180,A,21.81,Pending,706,759.17,North,Low
3152,2031-08-18,5316,C,63.16,Active,793,770.71,West,Low
3153,2031-08-19,7696,D,38.25,Pending,603,479.29,Central,High
3154,2031-08-20,1614,B,48.21,Closed,67,956.14,West,Medium
3155,2031-08-21,5570,A,83.61,Closed,215,583.55,East,High
3156,2031-08-22,1270,A,49.91,Closed,416,698.28,South,Low
3157,2031-08-23,3468,D,65.25,Pending,145,925.1,East,High
3158,2031-08-24,4607,B,65.68,Pending,552,669.68,North,Medium
3159,2031-08-25,4075,B,80.36,Active,724,437.51,Central,Medium
3160,2031-08-26,1289,B,63.81,Pending,286,34.52,North,Low
3161,2031-08-27,9120,D,6.48,Closed,571,731.02,Central,Low
3162,2031-08-28,7614,A,34.22,Active,540,965.22,Central,High
3163,2031-08-29,4252,A,98.93,Pending,47,475.53,Central,Medium
3164,2031-08-30,8415,B,19.65,Closed,237,346.37,South,High
3165,2031-08-31,7771,D,58.67,Closed,117,524.07,East,Low
3166,2031-09-01,1278,D,84.29,Active,151,731.15,South,High
3167,2031-09-02,1580,D,58.66,Closed,83,10.68,South,Medium
3168,2031-09-03,5958,B,37.23,Pending,57,888.34,South,Low
3169,2031-09-04,9445,D,8.02,Closed,729,887.5,West,High
3170,2031-09-05,5276,B,36.17,Active,984,545.88,West,High
3171,2031-09-06,8997,B,18.21,Closed,385,131.15,West,Medium
3172,2031-09-07,5776,B,96.09,Closed,220,675.09,South,Medium
3173,2031-09-08,1824,C,71.5,Pending,285,146.47,North,High
3174,2031-09-09,4832,B,74.94,Pending,754,512.47,West,Medium
3175,2031-09-10,9891,D,43.6,Pending,434,102.69,West,Low
3176,2031-09-11,6445,C,11.0,Pending,320,593.17,South,High
3177,2031-09-12,2380,A,26.67,Closed,611,324.89,East,High
3178,2031-09-13,7534,A,25.97,Pending,242,832.68,North,Low
3179,2031-09-14,4156,D,48.68,Closed,465,801.95,Central,Medium
3180,2031-09-15,5307,D,46.1,Pending,203,998.49,Central,Low
3181,2031-09-16,6634,D,43.34,Pending,549,264.93,North,Low
3182,2031-09-17,9575,D,49.6,Pending,758,71.18,South,High
3183,2031-09-18,6810,C,98.7,Closed,445,448.57,East,Low
3184,2031-09-19,9533,D,29.84,Pending,640,92.57,East,Medium
3185,2031-09-20,6934,B,61.53,Closed,135,186.71,Central,High
3186,2031-09-21,4109,A,23.95,Pending,858,601.33,East,Medium
3187,2031-09-22,5082,D,46.66,Pending,855,596.21,Central,Low
3188,2031-09-23,4240,B,20.0,Active,576,52.89,West,Low
3189,2031-09-24,7028,D,55.82,Pending,786,448.48,South,Medium
3190,2031-09-25,2849,B,26.5,Closed,541,534.92,East,High
3191,2031-09-26,9497,C,3.68,Active,487,275.34,South,Low
3192,2031-09-27,3749,A,81.53,Closed,882,873.32,West,Low
3193,2031-09-28,7680,A,12.83,Closed,738,169.49,North,Low
3194,2031-09-29,1205,C,36.8,Active,572,261.36,North,High
3195,2031-09-30,8352,B,47.72,Pending,486,165.42,North,High
3196,2031-10-01,5591,D,43.25,Active,566,125.38,Central,Low
3197,2031-10-02,4450,B,72.57,Closed,840,880.19,Central,High
3198,2031-10-03,8214,A,59.68,Pending,661,285.08,North,Medium
3199,2031-10-04,4811,C,29.54,Active,405,725.3,West,Low
3200,2031-10-05,6141,C,5.17,Closed,570,433.7,Central,Medium
3201,2031-10-06,9501,B,76.76,Pending,433,639.51,North,High
3202,2031-10-07,3708,B,35.25,Closed,548,928.89,South,High
3203,2031-10-08,2991,C,88.97,Pending,657,846.16,North,Medium
3204,2031-10-09,9463,A,39.51,Pending,250,78.3,North,High
3205,2031-10-10,4273,D,71.77,Active,80,846.75,South,Low
3206,2031-10-11,5538,D,93.96,Pending,949,457.31,Central,Medium
3207,2031-10-12,9712,B,65.12,Closed,15,356.64,South,Medium
3208,2031-10-13,4722,C,41.35,Pending,975,675.66,Central,Low
3209,2031-10-14,4551,C,56.74,Closed,40,950.71,West,High
3210,2031-10-15,3832,C,54.34,Pending,81,103.19,Central,Medium
3211,2031-10-16,6679,A,58.48,Pending,510,770.4,East,Medium
3212,2031-10-17,7579,B,14.68,Active,307,211.47,Central,Low
3213,2031-10-18,1152,B,69.85,Pending,705,386.33,East,High
3214,2031-10-19,6754,B,14.5,Pending,397,875.08,Central,Medium
3215,2031-10-20,3800,A,1.46,Closed,678,550.34,South,High
3216,2031-10-21,6310,B,62.48,Closed,970,76.78,Central,Medium
3217,2031-10-22,3610,D,11.69,Closed,865,512.97,North,High
3218,2031-10-23,2104,B,77.04,Pending,922,791.75,Central,Medium
3219,2031-10-24,8361,B,86.6,Closed,204,533.59,South,High
3220,2031-10-25,5199,B,94.47,Closed,211,175.22,South,High
3221,2031-10-26,4854,A,66.45,Pending,399,450.59,Central,Medium
3222,2031-10-27,8263,D,48.2,Closed,373,925.1,Central,High
3223,2031-10-28,2914,D,35.23,Active,389,661.62,Central,High
3224,2031-10-29,8365,C,49.09,Active,258,732.59,West,Low
3225,2031-10-30,4072,C,19.04,Closed,115,788.08,East,Low
3226,2031-10-31,1406,D,34.84,Closed,334,99.79,Central,Low
3227,2031-11-01,1166,B,71.79,Closed,349,585.72,Central,Low
3228,2031-11-02,1508,B,21.74,Pending,233,382.16,East,High
3229,2031-11-03,2661,B,26.41,Active,509,147.77,North,Medium
3230,2031-11-04,4664,A,74.93,Active,449,210.68,West,Medium
3231,2031-11-05,4489,B,17.78,Closed,77,783.35,West,Low
3232,2031-11-06,1680,A,24.59,Closed,828,169.87,North,Medium
3233,2031-11-07,3524,D,1.75,Pending,608,319.29,East,Medium
3234,2031-11-08,3120,B,72.01,Pending,98,292.02,East,High
3235,2031-11-09,6260,B,61.79,Active,568,58.14,South,High
3236,2031-11-10,5357,C,69.44,Pending,630,467.54,East,Medium
3237,2031-11-11,2363,D,21.43,Active,462,768.27,West,High
3238,2031-11-12,3292,B,68.74,Closed,500,31.93,South,Low
3239,2031-11-13,2538,A,59.64,Closed,631,121.43,Central,Low
3240,2031-11-14,4408,D,36.61,Active,38,722.98,Central,Medium
3241,2031-11-15,8742,C,43.78,Closed,697,597.65,Central,Medium
3242,2031-11-16,9752,D,56.79,Pending,358,718.1,South,Low
3243,2031-11-17,2903,A,49.33,Closed,242,237.8,West,Medium
3244,2031-11-18,1174,C,64.18,Closed,51,805.73,East,Medium
3245,2031-11-19,3230,A,18.1,Active,425,485.07,South,High
3246,2031-11-20,5287,D,54.07,Pending,975,614.2,West,High
3247,2031-11-21,5160,C,45.03,Pending,127,101.23,East,Low
3248,2031-11-22,8106,A,46.1,Closed,103,212.98,North,Low
3249,2031-11-23,4171,D,46.94,Closed,966,775.62,West,Low
3250,2031-11-24,2567,A,88.15,Pending,477,231.67,North,Low
3251,2031-11-25,2151,B,81.86,Pending,229,101.6,Central,Low
3252,2031-11-26,8619,D,62.96,Active,723,601.23,Central,High
3253,2031-11-27,7033,C,71.65,Closed,436,552.46,West,Medium
3254,2031-11-28,9560,C,4.28,Closed,385,611.81,North,Low
3255,2031-11-29,5946,B,74.4,Pending,85,622.12,South,Low
3256,2031-11-30,9234,A,48.62,Active,359,505.2,East,High
3257,2031-12-01,2907,A,31.77,Pending,786,498.84,Central,High
3258,2031-12-02,4490,C,13.98,Closed,27,924.92,Central,High
3259,2031-12-03,3535,A,7.52,Closed,860,538.54,Central,High
3260,2031-12-04,5173,D,4.49,Closed,72,621.13,Central,Medium
3261,2031-12-05,2293,D,16.18,Closed,95,274.3,West,Medium
3262,2031-12-06,5769,C,3.01,Active,588,872.38,West,High
3263,2031-12-07,5796,D,73.26,Closed,426,34.12,North,High
3264,2031-12-08,7871,C,24.86,Pending,6,561.65,South,Low
3265,2031-12-09,3972,A,36.87,Active,90,390.01,North,Medium
3266,2031-12-10,4922,A,82.27,Active,592,607.87,South,Low
3267,2031-12-11,5997,A,11.47,Closed,222,366.57,West,High
3268,2031-12-12,8032,B,83.56,Active,595,720.51,Central,Low
3269,2031-12-13,1992,C,63.95,Closed,594,30.13,North,High
3270,2031-12-14,9112,D,34.2,Active,152,411.83,South,Medium
3271,2031-12-15,6287,A,11.78,Active,557,832.95,East,Low
3272,2031-12-16,3240,B,9.15,Pending,212,257.7,South,Low
3273,2031-12-17,2476,D,33.55,Pending,583,62.22,North,Low
3274,2031-12-18,7426,D,14.03,Pending,263,501.56,West,Medium
3275,2031-12-19,1389,D,26.77,Active,912,976.77,Central,Medium
3276,2031-12-20,1999,A,5.3,Pending,382,73.52,East,Low
3277,2031-12-21,2855,D,59.5,Pending,570,79.36,North,Low
3278,2031-12-22,9125,C,14.53,Pending,57,599.17,West,Low
3279,2031-12-23,9850,B,75.67,Active,426,257.57,South,High
3280,2031-12-24,3763,D,21.82,Closed,623,416.13,West,High
3281,2031-12-25,4663,D,79.8,Pending,142,832.2,West,High
3282,2031-12-26,5986,C,18.99,Active,568,206.86,Central,Medium
3283,2031-12-27,2481,D,72.14,Active,524,722.11,North,Low
3284,2031-12-28,8256,A,33.31,Closed,861,509.44,West,High
3285,2031-12-29,4731,A,58.31,Pending,15,905.91,South,Low
3286,2031-12-30,8262,A,3.87,Active,8,973.23,South,Medium
3287,2031-12-31,1451,D,49.52,Active,231,490.11,Central,High
3288,2032-01-01,4093,B,14.87,Active,186,588.8,West,Low
3289,2032-01-02,1882,B,48.63,Closed,53,748.38,South,Medium
3290,2032-01-03,5408,D,14.14,Pending,137,325.49,South,Medium
3291,2032-01-04,5068,B,43.71,Active,174,234.47,Central,High
3292,2032-01-05,4277,B,11.06,Active,860,965.04,West,Medium
3293,2032-01-06,9566,D,22.0,Active,219,438.29,Central,Medium
3294,2032-01-07,8951,A,59.51,Active,263,11.57,West,High
3295,2032-01-08,5690,D,97.67,Pending,255,839.34,South,Low
3296,2032-01-09,5595,A,44.92,Pending,812,603.67,North,Medium
3297,2032-01-10,5559,A,68.72,Active,270,176.87,South,Low
3298,2032-01-11,8291,B,53.94,Active,587,39.84,North,Low
3299,2032-01-12,9160,B,49.84,Active,224,298.57,West,Low
3300,2032-01-13,1112,A,6.47,Closed,883,928.61,West,High
3301,2032-01-14,6131,A,14.43,Closed,604,934.16,East,Medium
3302,2032-01-15,4197,B,88.31,Closed,134,317.89,West,High
3303,2032-01-16,1139,C,41.02,Active,163,837.57,West,Low
3304,2032-01-17,2424,A,61.43,Closed,710,447.43,East,Medium
3305,2032-01-18,3949,A,52.82,Pending,701,657.8,North,Low
3306,2032-01-19,4168,A,37.89,Closed,920,341.1,West,Low
3307,2032-01-20,9708,B,38.78,Active,73,520.81,Central,High
3308,2032-01-21,7043,D,55.55,Pending,898,300.84,West,High
3309,2032-01-22,7989,A,14.11,Active,998,70.5,West,Medium
3310,2032-01-23,8236,A,38.73,Pending,718,147.98,South,Medium
3311,2032-01-24,7261,A,44.7,Closed,947,297.77,West,Low
3312,2032-01-25,1887,D,98.51,Closed,543,976.49,West,Low
3313,2032-01-26,4104,D,35.15,Pending,894,966.02,Central,Low
3314,2032-01-27,1049,A,64.46,Pending,990,829.39,East,High
3315,2032-01-28,4951,A,13.74,Active,631,240.18,East,Medium
3316,2032-01-29,4560,C,6.55,Pending,795,447.19,East,High
3317,2032-01-30,1018,D,87.15,Active,484,445.39,South,High
3318,2032-01-31,5821,C,73.07,Pending,878,393.1,West,Low
3319,2032-02-01,7340,A,31.75,Pending,671,54.43,North,Low
3320,2032-02-02,9058,A,50.46,Closed,255,539.18,North,Low
3321,2032-02-03,3606,A,13.57,Closed,757,82.08,Central,High
3322,2032-02-04,8846,A,70.72,Active,618,803.9,South,Low
3323,2032-02-05,9643,B,7.03,Active,198,694.39,South,High
3324,2032-02-06,7432,B,75.7,Active,427,359.21,West,High
3325,2032-02-07,4765,B,54.68,Pending,493,650.67,North,High
3326,2032-02-08,3438,C,27.89,Pending,632,240.71,South,Medium
3327,2032-02-09,7358,D,86.26,Active,82,272.6,Central,High
3328,2032-02-10,9319,A,98.61,Pending,308,320.99,North,Low
3329,2032-02-11,6941,D,25.43,Closed,782,799.04,South,Low
3330,2032-02-12,8644,B,80.62,Pending,699,218.58,West,Medium
3331,2032-02-13,5855,A,75.02,Closed,788,567.15,West,Low
3332,2032-02-14,7547,A,74.72,Active,374,208.46,West,Low
3333,2032-02-15,8196,C,95.72,Pending,564,292.19,West,Low
3334,2032-02-16,6911,D,48.66,Active,459,243.13,North,Medium
3335,2032-02-17,7481,C,67.42,Closed,501,648.55,North,High
3336,2032-02-18,3761,B,82.39,Active,357,531.46,South,Medium
3337,2032-02-19,5456,D,47.95,Closed,296,724.09,Central,Medium
3338,2032-02-20,7361,B,48.14,Closed,580,227.74,East,Low
3339,2032-02-21,6693,C,31.87,Active,300,19.06,East,Low
3340,2032-02-22,6788,C,78.08,Closed,646,683.7,West,Medium
3341,2032-02-23,1201,A,68.62,Active,343,123.71,South,High
3342,2032-02-24,7160,D,45.11,Active,120,253.84,East,Medium
3343,2032-02-25,1517,D,41.93,Active,569,312.63,East,High
3344,2032-02-26,8737,A,7.26,Closed,186,749.33,East,Low
3345,2032-02-27,2988,D,0.65,Closed,584,629.63,East,Medium
3346,2032-02-28,4802,B,52.89,Pending,158,192.42,East,High
3347,2032-02-29,6808,B,41.75,Active,228,601.91,South,Medium
3348,2032-03-01,8162,C,79.6,Active,308,711.07,East,Medium
3349,2032-03-02,7241,B,54.27,Active,234,395.01,East,Low
3350,2032-03-03,9399,D,93.67,Active,11,253.49,South,High
3351,2032-03-04,6633,A,19.61,Active,175,682.19,North,High
3352,2032-03-05,6755,C,99.02,Active,773,614.78,North,High
3353,2032-03-06,7309,A,29.79,Active,643,87.13,North,High
3354,2032-03-07,5117,C,64.24,Pending,911,670.01,East,High
3355,2032-03-08,9345,C,50.19,Pending,898,493.63,South,Low
3356,2032-03-09,2518,A,35.96,Active,2,755.84,North,Medium
3357,2032-03-10,7163,B,13.93,Active,761,198.81,West,Low
3358,2032-03-11,3600,B,13.48,Pending,712,265.63,West,Medium
3359,2032-03-12,3195,B,71.15,Pending,182,547.88,South,High
3360,2032-03-13,4554,B,37.76,Active,942,486.92,East,Low
3361,2032-03-14,3849,A,96.13,Active,350,392.5,North,Medium
3362,2032-03-15,2742,D,32.56,Pending,639,748.57,East,Medium
3363,2032-03-16,2306,C,98.35,Pending,382,569.1,North,Medium
3364,2032-03-17,4849,A,20.54,Active,297,713.17,Central,High
3365,2032-03-18,8519,B,10.28,Pending,197,161.72,Central,Low
3366,2032-03-19,5195,B,31.26,Active,286,731.7,East,Medium
3367,2032-03-20,6178,A,88.56,Closed,556,466.91,West,High
3368,2032-03-21,3555,C,52.19,Active,522,43.43,East,Low
3369,2032-03-22,3305,A,13.57,Active,225,242.15,North,Medium
3370,2032-03-23,8619,A,20.25,Active,728,35.5,East,High
3371,2032-03-24,3642,D,31.13,Pending,723,462.31,East,Medium
3372,2032-03-25,7409,A,59.02,Active,286,332.62,North,High
3373,2032-03-26,5757,D,33.24,Active,729,987.58,West,Low
3374,2032-03-27,3994,C,74.71,Pending,331,869.82,Central,Medium
3375,2032-03-28,9751,A,61.63,Closed,561,827.41,North,High
3376,2032-03-29,2271,A,87.38,Closed,163,506.11,East,High
3377,2032-03-30,2813,B,50.1,Pending,193,809.02,South,High
3378,2032-03-31,9801,A,33.12,Active,145,274.2,East,Low
3379,2032-04-01,3461,B,99.63,Closed,671,565.04,East,High
3380,2032-04-02,5120,B,35.56,Closed,838,398.99,South,Medium
3381,2032-04-03,7124,B,42.86,Pending,973,179.63,East,Low
3382,2032-04-04,9475,C,80.91,Closed,692,81.89,South,Medium
3383,2032-04-05,5396,D,8.86,Closed,538,562.64,East,High
3384,2032-04-06,1816,B,38.65,Pending,612,106.66,West,High
3385,2032-04-07,8304,A,8.57,Closed,901,720.82,Central,Medium
3386,2032-04-08,8331,A,13.93,Active,623,922.25,West,Medium
3387,2032-04-09,1082,B,0.46,Pending,270,170.49,North,Low
3388,2032-04-10,2920,B,0.95,Active,51,476.23,North,High
3389,2032-04-11,8817,A,38.03,Active,527,741.39,East,Low
3390,2032-04-12,3093,B,80.92,Pending,128,293.97,North,High
3391,2032-04-13,8071,D,58.7,Closed,652,921.56,North,Medium
3392,2032-04-14,8967,D,63.49,Pending,754,889.58,East,Low
3393,2032-04-15,9367,C,51.92,Closed,46,112.72,East,High
3394,2032-04-16,6285,B,81.98,Active,234,37.13,Central,Medium
3395,2032-04-17,5937,C,88.04,Closed,448,976.69,South,Low
3396,2032-04-18,1369,C,84.97,Active,584,956.91,East,Low
3397,2032-04-19,2818,C,81.21,Active,443,428.06,Central,Low
3398,2032-04-20,3101,B,18.27,Active,503,60.06,West,Medium
3399,2032-04-21,4490,C,59.39,Pending,607,622.69,North,Low
3400,2032-04-22,2779,D,58.22,Closed,922,300.48,South,High
3401,2032-04-23,8674,C,52.79,Closed,285,937.36,West,Medium
3402,2032-04-24,2364,D,48.08,Closed,132,796.72,East,Low
3403,2032-04-25,8294,D,8.92,Active,946,653.1,West,Medium
3404,2032-04-26,4676,B,10.22,Pending,476,291.66,Central,High
3405,2032-04-27,3426,C,90.23,Closed,793,704.26,East,Low
3406,2032-04-28,9264,B,63.02,Closed,936,296.28,East,Medium
3407,2032-04-29,9089,D,26.23,Pending,544,47.25,South,Medium
3408,2032-04-30,3962,A,27.93,Closed,356,513.35,Central,High
3409,2032-05-01,1859,C,61.02,Pending,971,493.8,North,High
3410,2032-05-02,5138,B,40.69,Pending,37,765.38,West,Medium
3411,2032-05-03,3424,A,44.13,Closed,638,867.02,South,Low
3412,2032-05-04,5017,C,6.06,Pending,138,360.92,South,Low
3413,2032-05-05,9560,C,13.87,Pending,422,454.98,East,Medium
3414,2032-05-06,9342,B,39.34,Closed,445,475.7,West,High
3415,2032-05-07,2134,A,69.97,Active,612,330.98,South,Low
3416,2032-05-08,6166,B,4.8,Closed,242,745.95,East,Low
3417,2032-05-09,6119,C,33.46,Closed,245,526.88,East,High
3418,2032-05-10,6694,C,69.51,Active,539,914.82,Central,High
3419,2032-05-11,7136,D,79.21,Pending,209,653.81,East,High
3420,2032-05-12,6485,C,19.02,Closed,903,219.78,North,Medium
3421,2032-05-13,5164,C,73.15,Active,457,173.16,Central,Medium
3422,2032-05-14,3346,A,95.54,Active,99,378.66,Central,Medium
3423,2032-05-15,6039,A,90.68,Closed,502,353.46,North,High
3424,2032-05-16,5897,D,78.94,Closed,137,413.06,North,Medium
3425,2032-05-17,9252,D,71.23,Active,187,191.76,South,High
3426,2032-05-18,6041,D,23.51,Closed,36,978.44,South,Medium
3427,2032-05-19,4901,B,63.39,Active,630,154.25,North,Medium
3428,2032-05-20,2337,B,64.33,Closed,670,656.12,South,Low
3429,2032-05-21,2184,D,40.68,Active,479,22.94,North,High
3430,2032-05-22,5426,B,49.3,Closed,787,412.89,North,Low
3431,2032-05-23,2551,C,69.4,Closed,681,316.09,East,High
3432,2032-05-24,2629,D,95.21,Closed,55,388.2,South,Medium
3433,2032-05-25,2526,D,29.53,Pending,471,503.1,Central,Medium
3434,2032-05-26,2361,B,24.64,Closed,84,604.37,Central,Medium
3435,2032-05-27,5370,A,60.18,Active,6,587.68,South,High
3436,2032-05-28,6283,D,13.08,Active,891,634.41,South,High
3437,2032-05-29,8610,B,58.25,Pending,363,846.1,South,Medium
3438,2032-05-30,2993,B,8.89,Pending,856,887.85,South,Low
3439,2032-05-31,1869,A,49.06,Pending,768,739.88,East,Medium
3440,2032-06-01,2014,D,62.04,Closed,918,88.15,North,Medium
3441,2032-06-02,1602,A,7.01,Closed,710,961.68,South,Medium
3442,2032-06-03,1690,C,20.7,Active,664,947.92,South,Medium
3443,2032-06-04,9685,A,33.54,Active,830,714.59,North,Low
3444,2032-06-05,1489,A,36.86,Closed,170,522.26,North,Low
3445,2032-06-06,7864,B,67.61,Active,760,258.11,North,Low
3446,2032-06-07,8240,A,52.9,Closed,249,758.79,West,High
3447,2032-06-08,8786,C,38.21,Pending,662,879.08,Central,Medium
3448,2032-06-09,9024,B,45.07,Closed,210,668.54,South,High
